cloudCover,day,dewPoint,humidity,mjd,month,moonPhase,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,time,uvIndex,visibility,windBearing,windGust,windSpeed,year
0.96,29,37.38,0.8,50446.0,12,0.62,,,0.0,0.0,,1023.06,851775642,851809047,48.17,46.7,851749200,1,7.64,168,,4.43,1996
0.99,30,48.77,0.96,50447.0,12,0.65,,,0.0008,1.0,rain,1015.81,851862055,851895491,53.37,44.37,851835600,1,2.44,229,,7.41,1996
0.67,31,29.93,0.57,50448.0,12,0.68,,,0.0,0.0,,1022.06,851948466,851981936,47.6,33.12,851922000,1,10.0,327,28.59,9.18,1996
0.74,1,18.6,0.68,50449.0,1,0.71,,0.019,0.0001,1.0,snow,1023.55,852034874,852068383,33.71,11.25,852008400,1,9.14,38,,10.77,1997
0.66,2,4.75,0.55,50450.0,1,0.74,,,0.0,0.0,,1027.56,852121280,852154832,24.92,25.5,852094800,1,10.0,23,,4.03,1997
0.99,3,30.8,0.83,50451.0,1,0.77,,0.231,0.0012,1.0,snow,1010.69,852207685,852241283,39.9,39.94,852181200,1,5.74,244,,6.51,1997
0.94,4,44.95,0.81,50452.0,1,0.8,,,0.0006,1.0,rain,1004.61,852294086,852327735,60.71,42.46,852267600,1,6.44,249,,5.25,1997
0.93,5,39.49,0.79,50453.0,1,0.84,,,0.0,0.0,,1014.04,852380486,852414188,46.96,43.61,852354000,1,8.66,77,,5.42,1997
0.94,6,46.4,0.96,50454.0,1,0.87,,,0.0003,1.0,rain,1002.67,852466884,852500644,51.37,43.12,852440400,1,1.09,148,,2.86,1997
0.3,7,27.59,0.51,50455.0,1,0.91,,,0.0,0.0,,1005.13,852553279,852587100,47.08,30.29,852526800,2,10.0,284,30.41,15.68,1997
0.55,8,13.69,0.46,50456.0,1,0.94,,,0.0,0.0,,1012.38,852639672,852673558,35.68,27.14,852613200,2,10.0,292,31.56,16.52,1997
0.16,9,10.3,0.43,50457.0,1,0.98,,,0.0,0.0,,1016.91,852726063,852760017,35.7,26.12,852699600,2,10.0,312,36.08,17.45,1997
0.87,10,18.82,0.68,50458.0,1,0.02,,1.281,0.0084,1.0,snow,1012.1,852812451,852846478,29.51,30.09,852786000,2,7.95,23,,4.95,1997
0.64,11,25.93,0.69,50459.0,1,0.06,,,0.0004,1.0,rain,995.38,852898838,852932939,38.17,27.95,852872400,2,8.31,257,34.98,11.58,1997
0.43,12,13.0,0.55,50460.0,1,0.09,,0.8640000000000001,0.0036,1.0,snow,1005.47,852985222,853019402,28.67,17.32,852958800,2,9.26,282,32.1,14.05,1997
0.13,13,6.22,0.51,50461.0,1,0.13,,,0.0,0.0,,1019.37,853071604,853105866,27.99,19.4,853045200,2,10.0,280,26.76,15.11,1997
0.17,14,11.96,0.55,50462.0,1,0.17,,,0.0,0.0,,1024.22,853157984,853192331,33.18,22.77,853131600,2,10.0,298,27.8,12.87,1997
0.04,15,13.51,0.56,50463.0,1,0.21,,,0.0,0.0,,1026.03,853244362,853278797,32.35,21.67,853218000,2,10.0,304,24.17,10.83,1997
0.39,16,13.64,0.52,50464.0,1,0.24,,,0.0,0.0,,1024.14,853330737,853365264,36.8,33.08,853304400,2,10.0,250,,6.41,1997
0.78,17,28.39,0.7,50465.0,1,0.28,,,0.0374,1.0,rain,1001.22,853417111,853451732,43.44,14.06,853390800,2,7.51,260,37.14,10.64,1997
0.49,18,-4.2,0.41,50466.0,1,0.31,,0.08,0.0003,1.0,snow,1012.17,853503483,853538200,15.99,9.22,853477200,2,10.0,290,34.8,17.7,1997
0.44,19,-6.18,0.42,50467.0,1,0.35,,,0.0,0.0,,1015.2,853589852,853624670,17.7,4.31,853563600,2,10.0,299,31.69,13.88,1997
0.19,20,-5.91,0.43,50468.0,1,0.38,,,0.0,0.0,,1020.85,853676219,853711140,19.78,17.79,853650000,2,10.0,278,25.3,10.44,1997
0.61,21,14.07,0.61,50469.0,1,0.41,,,0.0,0.0,,1014.52,853762585,853797611,32.92,27.6,853736400,2,10.0,249,,10.91,1997
0.12,22,13.46,0.47,50470.0,1,0.44,,,0.0,0.0,,1027.21,853848948,853884082,37.91,31.07,853822800,2,10.0,310,,7.37,1997
0.7,23,31.7,0.74,50471.0,1,0.47,,,0.0047,1.0,rain,1021.22,853935309,853970554,46.16,44.59,853909200,2,8.74,215,29.9,10.95,1997
0.73,24,34.94,0.71,50472.0,1,0.51,,,0.0,0.0,,1015.18,854021669,854057026,50.15,23.3,853995600,2,7.8,307,28.77,8.15,1997
0.78,25,20.14,0.66,50473.0,1,0.53,,0.006999999999999999,0.0086,1.0,snow,1029.69,854108026,854143499,37.17,38.8,854082000,2,8.79,73,27.56,12.68,1997
0.83,26,38.41,0.79,50474.0,1,0.56,,,0.0514,1.0,rain,1008.25,854194381,854229972,48.92,29.33,854168400,2,6.35,250,33.23,9.15,1997
0.65,27,11.5,0.45,50475.0,1,0.59,,,0.0,0.0,,1025.43,854280735,854316446,32.77,22.16,854254800,2,10.0,311,30.79,13.91,1997
0.88,28,13.53,0.56,50476.0,1,0.62,,0.095,0.0036,1.0,snow,1035.58,854367087,854402920,33.53,33.4,854341200,2,9.06,117,,5.0,1997
0.72,29,29.27,0.7,50477.0,1,0.65,,,0.0197,1.0,rain,1018.42,854453437,854489394,45.87,23.36,854427600,2,8.49,270,37.98,7.32,1997
0.25,30,7.18,0.43,50478.0,1,0.68,,,0.0,0.0,,1032.27,854539785,854575868,29.54,18.43,854514000,2,10.0,328,26.83,10.6,1997
0.84,31,13.3,0.61,50479.0,1,0.72,,,0.0,0.0,,1030.63,854626131,854662343,30.42,29.48,854600400,2,10.0,57,,9.69,1997
1.0,1,29.4,0.86,50480.0,2,0.75,,0.0,0.0008,1.0,snow,1013.85,854712476,854748818,35.86,35.86,854686800,2,5.29,92,,0.99,1997
0.93,2,34.69,0.75,50481.0,2,0.78,,,0.0026,1.0,rain,1007.79,854798819,854835292,48.92,35.0,854773200,2,7.28,276,25.74,8.15,1997
0.75,3,27.42,0.6,50482.0,2,0.82,,,0.0,0.0,,1021.2,854885160,854921767,46.17,38.83,854859600,2,10.0,272,,2.08,1997
0.76,4,33.92,0.76,50483.0,2,0.85,,,0.001,1.0,rain,1025.3,854971500,855008242,46.22,30.94,854946000,2,6.93,354,,3.92,1997
0.69,5,29.5,0.79,50484.0,2,0.89,,,0.0047,1.0,rain,1032.67,855057838,855094717,38.1,34.9,855032400,2,7.77,81,34.31,9.2,1997
0.93,6,38.04,0.81,50485.0,2,0.93,,,0.0421,1.0,rain,1014.73,855144174,855181192,48.15,36.45,855118800,2,6.87,258,28.77,7.33,1997
0.54,7,25.17,0.59,50486.0,2,0.96,,,0.0,0.0,,1019.0,855230509,855267666,41.91,30.35,855205200,2,10.0,310,24.69,12.41,1997
0.64,8,21.47,0.57,50487.0,2,0.99,,,0.0,0.0,,1023.6,855316842,855354141,41.03,32.27,855291600,2,10.0,308,,6.51,1997
0.93,9,23.57,0.72,50488.0,2,0.04,,0.946,0.0042,1.0,snow,1024.17,855403174,855440615,33.57,24.8,855378000,2,6.64,40,,10.85,1997
0.52,10,11.69,0.46,50489.0,2,0.08,,0.015,0.0001,1.0,snow,1022.78,855489504,855527090,39.22,26.87,855464400,3,10.0,330,,7.51,1997
0.53,11,11.68,0.43,50490.0,2,0.12,,,0.0,0.0,,1021.88,855575833,855613564,35.2,26.76,855550800,3,10.0,315,,7.94,1997
0.62,12,18.98,0.57,50491.0,2,0.15,,,0.0,0.0,,1019.89,855662161,855700038,38.19,30.22,855637200,3,10.0,348,,6.1,1997
0.83,13,22.97,0.64,50492.0,2,0.19,,0.038,0.0003,1.0,snow,1019.23,855748487,855786512,37.96,24.03,855723600,2,8.08,251,27.62,10.47,1997
0.42,14,7.36,0.4,50493.0,2,0.22,,,0.0,0.0,,1032.62,855834812,855872985,33.69,30.77,855810000,3,10.0,346,27.04,7.98,1997
1.0,15,32.17,0.83,50494.0,2,0.26,,,0.0298,1.0,rain,1020.62,855921135,855959458,42.39,37.66,855896400,3,4.78,75,,2.84,1997
0.85,16,31.25,0.74,50495.0,2,0.29,,,0.0056,1.0,rain,1014.81,856007457,856045931,43.6,27.07,855982800,3,6.78,282,26.47,8.31,1997
0.54,17,14.99,0.48,50496.0,2,0.32,,,0.0,0.0,,1026.35,856093779,856132404,35.63,23.1,856069200,3,10.0,276,,3.79,1997
0.53,18,17.3,0.6,50497.0,2,0.36,,0.187,0.001,1.0,snow,1030.35,856180098,856218876,34.01,32.4,856155600,4,9.41,339,30.44,5.57,1997
0.79,19,23.46,0.45,50498.0,2,0.39,,,0.0,0.0,,1026.47,856266417,856305348,54.23,47.72,856242000,3,10.0,231,25.31,13.98,1997
0.85,20,33.76,0.44,50499.0,2,0.42,,,0.0,0.0,,1015.29,856352734,856391820,64.91,39.85,856328400,3,10.0,248,38.65,12.78,1997
0.31,21,24.59,0.47,50500.0,2,0.45,,,0.0,0.0,,1025.82,856439051,856478291,48.45,37.68,856414800,3,10.0,286,30.91,5.52,1997
0.73,22,41.5,0.78,50501.0,2,0.48,,,0.0,0.0,,1016.47,856525366,856564762,58.84,54.44,856501200,3,8.22,203,,8.86,1997
0.73,23,42.94,0.65,50502.0,2,0.51,,,0.0025,1.0,rain,1004.99,856611681,856651232,66.59,32.54,856587600,3,9.8,255,36.26,12.05,1997
0.26,24,16.37,0.39,50503.0,2,0.54,,,0.0,0.0,,1024.86,856697994,856737703,46.34,36.71,856674000,4,10.0,286,26.47,10.79,1997
0.39,25,17.33,0.41,50504.0,2,0.57,,,0.0,0.0,,1026.14,856784306,856824173,45.44,19.16,856760400,4,10.0,285,27.56,13.41,1997
0.27,26,4.68,0.39,50505.0,2,0.6,,,0.0,0.0,,1027.35,856870618,856910642,33.06,29.86,856846800,4,10.0,305,,8.24,1997
0.64,27,27.11,0.58,50506.0,2,0.63,,,0.0028,1.0,rain,1019.85,856956928,856997111,54.4,45.41,856933200,3,9.44,228,,10.82,1997
0.75,28,49.94,0.72,50507.0,2,0.66,,,0.0011,1.0,rain,1006.08,857043238,857083580,71.9,44.07,857019600,3,6.63,238,34.74,12.79,1997
0.54,1,30.32,0.5,50508.0,3,0.7,,,0.0,0.0,,1022.07,857129547,857170048,51.28,38.47,857106000,3,10.0,331,,4.95,1997
0.83,2,37.43,0.86,50509.0,3,0.73,,,0.0064,1.0,rain,1023.82,857215855,857256517,44.61,40.41,857192400,3,5.54,96,,5.55,1997
0.93,3,43.84,0.83,50510.0,3,0.77,,,0.0016,1.0,rain,1007.89,857302162,857342984,61.41,38.2,857278800,3,4.52,301,,5.29,1997
0.86,4,26.83,0.67,50511.0,3,0.8,,2.9760000000000004,0.0163,1.0,snow,1020.17,857388469,857429452,41.2,32.39,857365200,3,7.0,44,24.17,8.06,1997
1.0,5,32.33,0.9,50512.0,3,0.84,,0.33799999999999997,0.0019,1.0,snow,1021.01,857474775,857515919,36.98,36.82,857451600,3,4.13,53,,3.92,1997
0.98,6,37.6,0.88,50513.0,3,0.87,,,0.0043,1.0,rain,1019.79,857561080,857602385,44.88,39.9,857538000,3,4.25,201,,3.71,1997
0.82,7,28.57,0.62,50514.0,3,0.91,,,0.003,1.0,rain,1003.11,857647385,857688852,46.59,32.64,857624400,3,8.44,298,48.57,16.3,1997
0.37,8,12.61,0.39,50515.0,3,0.95,,,0.0,0.0,,1022.26,857733689,857775318,39.43,32.54,857710800,5,10.0,304,30.67,12.87,1997
0.82,9,24.79,0.52,50516.0,3,0.99,,,0.0,0.0,,1022.29,857819992,857861784,53.01,26.29,857797200,4,10.0,278,29.22,7.72,1997
0.51,10,14.53,0.51,50517.0,3,0.03,,,0.0,0.0,,1033.54,857906296,857948249,35.37,30.87,857883600,5,10.0,75,,3.59,1997
0.57,11,29.13,0.63,50518.0,3,0.06,,,0.0179,1.0,rain,1014.5,857992598,858034714,52.88,39.23,857970000,4,7.92,270,27.62,6.32,1997
0.71,12,25.62,0.49,50519.0,3,0.1,,,0.0001,1.0,rain,1011.13,858078900,858121179,49.57,30.38,858056400,3,10.0,301,29.74,8.25,1997
0.12,13,14.73,0.41,50520.0,3,0.14,,,0.0,0.0,,1021.03,858165202,858207644,44.35,25.29,858142800,5,10.0,321,30.61,14.36,1997
0.44,14,5.93,0.33,50521.0,3,0.17,,,0.0,0.0,,1030.5,858251503,858294108,39.9,30.28,858229200,4,10.0,331,27.62,10.65,1997
1.0,15,31.55,0.76,50522.0,3,0.21,,,0.0386,1.0,rain,1017.73,858337804,858380572,49.55,40.86,858315600,4,5.22,124,35.66,6.73,1997
0.53,16,22.66,0.5,50523.0,3,0.24,,,0.0011,1.0,rain,1012.45,858424105,858467036,43.33,26.18,858402000,5,10.0,310,46.98,14.7,1997
0.34,17,6.61,0.37,50524.0,3,0.27,,,0.0,0.0,,1027.35,858510405,858553500,34.06,24.99,858488400,4,10.0,313,29.72,11.97,1997
0.7,18,16.06,0.43,50525.0,3,0.3,,,0.0,0.0,,1025.86,858596706,858639964,46.01,39.92,858574800,4,10.0,234,27.19,8.63,1997
0.77,19,21.3,0.41,50526.0,3,0.33,,,0.0,0.0,,1023.97,858683006,858726427,48.07,34.75,858661200,4,10.0,331,,5.87,1997
0.92,20,23.28,0.58,50527.0,3,0.36,,,0.0,0.0,,1022.77,858769306,858812890,39.61,36.43,858747600,4,10.0,68,,6.38,1997
0.94,21,30.96,0.69,50528.0,3,0.39,,,0.0021,1.0,rain,1010.73,858855605,858899353,44.22,35.82,858834000,4,8.07,260,,6.07,1997
0.82,22,27.55,0.54,50529.0,3,0.42,,,0.0,0.0,,1007.48,858941905,858985816,49.72,45.44,858920400,4,9.9,234,,3.98,1997
0.71,23,32.6,0.62,50530.0,3,0.45,,,0.0007,1.0,rain,999.09,859028205,859072279,55.49,27.29,859006800,5,8.87,322,33.13,10.92,1997
0.23,24,9.46,0.38,50531.0,3,0.48,,,0.0,0.0,,1015.84,859114504,859158741,38.58,25.87,859093200,6,10.0,323,28.75,13.35,1997
0.13,25,10.42,0.36,50532.0,3,0.51,,,0.0,0.0,,1028.65,859200804,859245204,46.21,35.5,859179600,7,10.0,323,25.31,8.5,1997
0.89,26,27.02,0.55,50533.0,3,0.55,,,0.0001,1.0,rain,1026.94,859287103,859331666,45.97,46.37,859266000,4,9.79,188,35.66,7.9,1997
0.89,27,35.35,0.59,50534.0,3,0.58,,,0.0165,1.0,rain,1008.42,859373403,859418129,49.66,37.38,859352400,4,9.99,289,36.83,11.68,1997
0.11,28,30.95,0.44,50535.0,3,0.61,,,0.0,0.0,,1011.84,859459703,859504591,68.83,48.5,859438800,7,10.0,266,27.98,10.32,1997
0.64,29,38.28,0.55,50536.0,3,0.64,,,0.0,0.0,,1014.52,859546003,859591053,62.94,45.12,859525200,5,10.0,129,,6.16,1997
0.84,30,47.61,0.89,50537.0,3,0.68,,,0.0103,1.0,rain,1003.58,859632303,859677516,54.14,52.78,859611600,4,4.79,45,,3.6,1997
0.66,31,44.15,0.61,50538.0,3,0.71,,,0.0,0.0,,1005.4,859718603,859763978,64.02,45.15,859698000,5,10.0,326,28.77,10.67,1997
1.0,1,39.26,0.89,50539.0,4,0.76,,,0.081,1.0,rain,995.89,859804905,859850440,46.19,33.08,859784400,4,3.786,24,35.41,15.25,1997
0.52,2,25.31,0.62,50540.0,4,0.8,,1.83,0.0088,1.0,snow,1007.72,859891205,859936903,49.95,39.29,859870800,6,6.964,358,38.52,19.98,1997
0.03,3,17.35,0.3,50541.0,4,0.83,,,0.0,0.0,,1018.26,859977507,860023365,58.74,39.14,859957200,7,9.999,327,37.32,14.32,1997
0.36,4,26.44,0.39,50542.0,4,0.87,,,0.0,0.0,,1017.21,860063808,860109827,62.44,52.79,860043600,7,9.999,237,,5.96,1997
0.31,5,32.35,0.36,50543.0,4,0.91,,,0.0,0.0,,1015.04,860150110,860196289,67.6,47.51,860130000,7,9.999,314,30.41,10.94,1997
0.79,6,31.27,0.47,50544.0,4,0.95,,,0.0,1.0,,1024.27,860236413,860282752,56.17,46.58,860216400,4,9.999,143,,8.42,1997
0.98,7,47.8,0.8,50545.0,4,0.99,,,0.0008,1.0,rain,1015.92,860322715,860369214,63.45,58.17,860302800,4,7.696,163,,7.76,1997
0.47,8,41.46,0.52,50546.0,4,0.02,,,0.0,0.0,,1007.0,860409022,860455673,72.54,40.47,860385600,6,8.596,264,30.61,13.37,1997
0.3,9,20.76,0.33,50547.0,4,0.06,,,0.0,0.0,,1013.51,860495326,860542136,57.86,30.07,860472000,7,9.999,297,33.14,15.77,1997
0.38,10,12.72,0.4,50548.0,4,0.1,,,0.0008,1.0,rain,1016.82,860581630,860628598,41.04,28.33,860558400,7,9.729,329,31.79,17.49,1997
0.02,11,10.06,0.33,50549.0,4,0.13,,,0.0,0.0,,1022.85,860667935,860715061,48.9,36.3,860644800,8,9.999,327,27.62,13.98,1997
0.6,12,15.96,0.32,50550.0,4,0.17,,,0.0,0.0,,1024.86,860754240,860801523,52.79,41.56,860731200,5,9.999,273,,8.47,1997
0.87,13,39.2,0.76,50551.0,4,0.2,,,0.0393,1.0,rain,1016.7,860840547,860887986,50.29,48.63,860817600,4,6.365,120,,7.68,1997
0.72,14,46.95,0.71,50552.0,4,0.23,,,0.001,1.0,rain,1001.97,860926853,860974449,66.76,42.05,860904000,5,7.161,272,29.22,11.83,1997
0.32,15,23.5,0.39,50553.0,4,0.26,,,0.0,0.0,,1015.75,861013161,861060912,55.68,35.67,860990400,8,9.999,325,28.96,15.62,1997
0.02,16,19.17,0.33,50554.0,4,0.29,,,0.0,0.0,,1024.26,861099469,861147375,58.0,41.55,861076800,8,9.999,321,,7.05,1997
0.38,17,33.15,0.48,50555.0,4,0.32,,,0.0,0.0,,1018.72,861185778,861233838,65.03,48.87,861163200,5,9.999,226,33.39,8.47,1997
0.89,18,41.28,0.69,50556.0,4,0.35,,,0.0064,1.0,rain,1005.99,861272088,861320301,56.58,40.33,861249600,4,7.479,277,,6.01,1997
1.0,19,36.21,0.82,50557.0,4,0.38,,,0.0112,1.0,rain,992.97,861358398,861406764,41.92,38.49,861336000,4,8.378,337,33.02,17.17,1997
0.96,20,35.77,0.69,50558.0,4,0.41,,,0.0011,1.0,rain,995.55,861444710,861493228,52.49,40.18,861422400,5,9.858,343,34.54,16.37,1997
0.75,21,35.55,0.6,50559.0,4,0.44,,,0.0,0.0,,1005.64,861531022,861579691,56.98,41.36,861508800,4,9.999,330,,7.87,1997
0.57,22,35.1,0.56,50560.0,4,0.47,,,0.0,0.0,,1008.4,861617335,861666155,59.23,43.36,861595200,4,9.97,284,,8.71,1997
0.6,23,38.81,0.61,50561.0,4,0.51,,,0.0,0.0,,1005.08,861703650,861752618,61.69,48.43,861681600,7,9.077,142,,6.36,1997
0.96,24,39.22,0.59,50562.0,4,0.54,,,0.0,0.0,,1004.69,861789965,861839082,60.34,44.3,861768000,4,8.936,179,,5.09,1997
0.99,25,38.04,0.65,50563.0,4,0.57,,,0.0072,1.0,rain,1003.34,861876281,861925545,56.34,43.55,861854400,5,9.801,55,24.81,10.46,1997
0.69,26,37.02,0.58,50564.0,4,0.61,,,0.0,1.0,,1013.87,861962598,862012009,61.92,49.03,861940800,6,9.975,281,,7.57,1997
0.29,27,33.24,0.42,50565.0,4,0.64,,,0.0,0.0,,1020.32,862048916,862098472,66.64,46.86,862027200,6,9.999,322,25.04,9.87,1997
0.56,28,33.23,0.43,50566.0,4,0.67,,,0.0001,1.0,rain,1021.92,862135236,862184936,65.35,49.06,862113600,5,9.999,159,,7.79,1997
0.92,29,48.74,0.83,50567.0,4,0.71,,,0.0434,1.0,rain,1005.92,862221556,862271399,62.68,48.46,862200000,5,5.332,163,28.4,11.61,1997
0.38,30,36.72,0.46,50568.0,4,0.75,,,0.0,0.0,,1007.61,862307878,862357862,70.21,48.97,862286400,8,9.999,341,27.62,11.04,1997
0.33,1,43.43,0.56,50569.0,5,0.78,,,0.0,0.0,,1010.7,862394200,862444326,71.73,51.26,862372800,8,9.985,199,28.58,10.03,1997
0.84,2,49.98,0.7,50570.0,5,0.82,,,0.0119,1.0,rain,1002.37,862480524,862530789,72.49,46.94,862459200,5,8.564,206,33.46,10.85,1997
0.34,3,31.03,0.39,50571.0,5,0.86,,,0.0,0.0,,1011.82,862566850,862617252,67.12,51.96,862545600,9,9.999,304,37.82,15.38,1997
0.88,4,51.75,0.83,50572.0,5,0.9,,,0.0305,1.0,rain,1007.3,862653176,862703715,64.74,50.49,862632000,4,6.047,187,33.39,10.26,1997
0.6,5,37.23,0.5,50573.0,5,0.93,,,0.0,1.0,,1007.3,862739504,862790178,62.3,46.81,862718400,8,9.858,310,32.23,13.81,1997
0.41,6,33.53,0.42,50574.0,5,0.97,,,0.0,0.0,,1017.33,862825833,862876641,66.27,52.37,862804800,8,9.999,243,28.77,9.35,1997
0.78,7,44.61,0.68,50575.0,5,0.01,,,0.0119,1.0,rain,1010.17,862912163,862963103,64.69,43.15,862891200,6,8.671,245,31.09,12.36,1997
0.38,8,25.43,0.4,50576.0,5,0.04,,,0.0,0.0,,1016.85,862998495,863049565,55.62,44.06,862977600,7,9.999,315,34.12,16.18,1997
0.49,9,28.97,0.39,50577.0,5,0.08,,,0.0,1.0,,1018.86,863084828,863136027,63.25,48.47,863064000,7,9.999,272,23.01,10.77,1997
0.99,10,50.8,0.91,50578.0,5,0.11,,,0.0164,1.0,rain,1008.8,863171163,863222489,58.71,52.48,863150400,4,5.074,216,,7.25,1997
0.88,11,43.06,0.63,50579.0,5,0.14,,,0.0,0.64,,1004.3,863257499,863308950,61.38,48.2,863236800,5,9.999,309,27.49,12.71,1997
0.34,12,36.77,0.49,50580.0,5,0.18,,,0.0,0.0,,1009.61,863343836,863395411,68.21,56.4,863323200,8,9.999,294,30.0,12.94,1997
0.55,13,44.48,0.47,50581.0,5,0.21,,,0.0,0.0,,1006.49,863430175,863481872,76.87,56.68,863409600,9,9.998,221,31.56,11.05,1997
0.96,14,46.86,0.64,50582.0,5,0.24,,,0.0001,1.0,rain,1005.02,863516516,863568332,62.6,47.61,863496000,5,9.961,352,,7.05,1997
0.66,15,44.62,0.61,50583.0,5,0.27,,,0.0,0.0,,1008.22,863602858,863654792,67.73,54.31,863582400,7,9.999,228,28.62,9.93,1997
0.77,16,47.54,0.59,50584.0,5,0.3,,,0.0014,1.0,rain,1004.37,863689201,863741251,73.6,52.17,863668800,6,9.445,237,31.04,11.34,1997
0.73,17,36.71,0.48,50585.0,5,0.33,,,0.0004,1.0,rain,1005.39,863775546,863827710,60.99,48.79,863755200,6,9.999,287,37.39,15.37,1997
0.71,18,40.12,0.53,50586.0,5,0.36,,,0.0001,1.0,rain,1008.99,863861893,863914168,65.25,47.75,863841600,5,9.999,255,26.47,9.9,1997
0.57,19,38.38,0.51,50587.0,5,0.39,,,0.0,0.0,,1013.49,863948242,864000625,63.08,52.39,863928000,7,9.999,262,,9.96,1997
0.92,20,56.32,0.75,50588.0,5,0.42,,,0.0026,1.0,rain,1006.74,864034592,864087082,82.74,63.56,864014400,5,7.391,238,,6.86,1997
0.57,21,50.2,0.66,50589.0,5,0.46,,,0.0127,1.0,rain,1007.44,864120944,864173538,69.56,49.79,864100800,8,8.776,331,24.75,9.33,1997
0.31,22,33.85,0.44,50590.0,5,0.49,,,0.0,0.6,,1012.74,864207297,864259993,61.51,48.13,864187200,7,9.999,319,30.25,13.87,1997
0.5,23,34.69,0.47,50591.0,5,0.52,,,0.0,0.0,,1014.49,864293653,864346448,61.98,49.62,864273600,6,9.999,314,31.84,15.18,1997
0.37,24,37.93,0.45,50592.0,5,0.56,,,0.0,0.0,,1018.66,864380010,864432902,71.63,54.28,864360000,8,9.999,318,24.17,10.25,1997
0.73,25,44.45,0.5,50593.0,5,0.59,,,0.0,0.0,,1018.36,864466368,864519355,74.26,59.17,864446400,6,9.999,203,,6.84,1997
0.98,26,57.56,0.88,50594.0,5,0.63,,,0.0328,1.0,rain,1009.29,864552729,864605807,62.58,57.19,864532800,5,4.445,140,,4.17,1997
0.67,27,43.27,0.52,50595.0,5,0.67,,,0.0,1.0,,1010.24,864639091,864692258,70.61,49.91,864619200,8,9.05,21,25.31,10.53,1997
0.37,28,39.17,0.54,50596.0,5,0.7,,,0.0,0.0,,1023.98,864725456,864778708,62.75,49.49,864705600,6,9.999,67,,10.08,1997
0.32,29,41.16,0.52,50597.0,5,0.74,,,0.0,0.0,,1028.65,864811822,864865157,72.76,51.3,864792000,9,9.999,205,,6.62,1997
0.6,30,43.06,0.57,50598.0,5,0.78,,,0.0,0.0,,1028.6,864898190,864951605,68.64,54.74,864878400,6,9.999,184,,7.15,1997
0.85,31,55.17,0.83,50599.0,5,0.81,,,0.0013,1.0,rain,1024.69,864984559,865038052,69.31,58.94,864964800,5,9.194,145,,6.24,1997
0.85,1,60.18,0.84,50600.0,6,0.85,,,0.0,0.0,,1018.07,865070931,865124497,74.22,62.39,865051200,7,7.265,99,,5.92,1997
0.96,2,61.93,0.84,50601.0,6,0.88,,,0.0,0.0,,1012.94,865157305,865210942,75.01,59.0,865137600,5,6.071,83,27.62,9.07,1997
1.0,3,55.54,0.9,50602.0,6,0.92,,,0.0419,1.0,rain,1015.21,865243680,865297385,59.76,50.27,865224000,5,5.297,63,30.76,14.81,1997
0.99,4,45.07,0.69,50603.0,6,0.96,,,0.0021,1.0,rain,1018.39,865330057,865383827,60.91,53.11,865310400,5,9.942,60,,10.96,1997
0.76,5,44.36,0.59,50604.0,6,0.99,,,0.0,0.0,,1015.82,865416437,865470267,66.75,51.89,865396800,5,9.999,66,25.74,9.9,1997
0.44,6,45.52,0.58,50605.0,6,0.03,,,0.0,0.0,,1017.59,865502818,865556707,72.72,53.73,865483200,8,9.999,162,,7.3,1997
0.79,7,48.08,0.66,50606.0,6,0.06,,,0.0,0.0,,1022.34,865589201,865643144,65.99,54.39,865569600,5,9.985,175,,6.33,1997
0.83,8,47.54,0.69,50607.0,6,0.09,,,0.0,0.0,,1022.0,865675586,865729581,63.28,52.93,865656000,5,9.999,69,,7.5,1997
0.57,9,47.98,0.65,50608.0,6,0.12,,,0.0,0.0,,1020.12,865761973,865816016,68.72,52.84,865742400,7,9.999,129,,7.42,1997
0.17,10,48.75,0.59,50609.0,6,0.15,,,0.0,0.0,,1020.37,865848362,865902449,75.95,58.87,865828800,8,9.999,173,,5.89,1997
0.12,11,54.1,0.52,50610.0,6,0.18,,,0.0,0.0,,1017.56,865934753,865988881,88.99,69.77,865915200,9,9.998,285,,6.44,1997
0.26,12,55.09,0.45,50611.0,6,0.22,,,0.0,0.0,,1012.85,866021146,866075311,90.11,71.1,866001600,10,9.999,288,,8.31,1997
0.83,13,58.99,0.52,50612.0,6,0.25,,,0.0,1.0,,1007.15,866107541,866161739,85.91,68.04,866088000,7,9.374,245,,9.35,1997
0.83,14,66.31,0.82,50613.0,6,0.28,,,0.0054,1.0,rain,1002.62,866193938,866248166,78.41,67.01,866174400,5,5.469,219,,7.7,1997
0.68,15,55.11,0.57,50614.0,6,0.31,,,0.0,0.0,,1005.61,866280337,866334591,78.74,55.78,866260800,6,9.232,331,,8.43,1997
0.22,16,43.49,0.45,50615.0,6,0.34,,,0.0,0.0,,1015.06,866366737,866421015,74.57,56.68,866347200,9,9.999,149,,7.67,1997
0.41,17,47.28,0.55,50616.0,6,0.37,,,0.0,0.0,,1014.72,866453140,866507437,72.18,56.97,866433600,7,9.999,166,,6.35,1997
0.86,18,55.62,0.74,50617.0,6,0.4,,,0.0,1.0,,1011.8,866539544,866593856,72.12,63.97,866520000,5,9.707,165,,4.71,1997
