cloudCover,day,dewPoint,humidity,mjd,month,moonPhase,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,time,uvIndex,visibility,windBearing,windGust,windSpeed,year
0.77,20,60.85,0.83,40027.0,6,0.82,,,0.0163,1.0,rain,1017.76,-48436446,-48382112,72.09,62.06,-48456000,6,5.316,191,,8.47,1968
0.38,21,48.77,0.58,40028.0,6,0.85,,,0.0087,1.0,rain,1012.26,-48350036,-48295698,71.07,53.96,-48369600,7,8.543,306,,12.21,1968
0.63,22,43.39,0.46,40029.0,6,0.88,,,0.0,0.0,,1016.13,-48263624,-48209285,74.41,62.96,-48283200,5,10.0,280,,8.27,1968
0.65,23,60.37,0.68,40030.0,6,0.91,,,0.0,0.0,,1013.78,-48177211,-48122875,83.09,66.91,-48196800,9,8.227,216,,9.53,1968
0.39,24,59.87,0.66,40031.0,6,0.94,,,0.0,0.0,,1014.86,-48090795,-48036466,80.22,62.96,-48110400,9,7.251,277,,7.11,1968
0.74,25,61.99,0.79,40032.0,6,0.97,,,0.0,0.0,,1015.51,-48004378,-47950059,75.19,66.91,-48024000,6,5.245,191,,6.42,1968
0.92,26,67.95,0.83,40033.0,6,0.0,,,0.0023,0.58,rain,1009.48,-47917959,-47863654,84.38,65.68,-47937600,7,2.062,167,,3.69,1968
1.0,27,64.16,0.92,40034.0,6,0.03,,,0.0005,0.6,rain,1004.97,-47831538,-47777251,69.08,58.61,-47851200,5,3.727,63,,8.47,1968
1.0,28,56.67,0.9,40035.0,6,0.07,,,0.002,1.0,rain,1012.76,-47745116,-47690851,60.32,57.92,-47764800,5,6.671,82,,10.0,1968
0.91,29,59.02,0.88,40036.0,6,0.1,,,0.0,0.0,,1011.49,-47658692,-47604452,68.0,58.72,-47678400,5,4.926,52,,6.57,1968
0.25,30,58.53,0.71,40037.0,6,0.13,,,0.0,0.0,,1016.86,-47572266,-47518055,81.93,70.0,-47592000,10,7.432,220,,8.24,1968
0.41,1,66.54,0.62,40038.0,7,0.16,,,0.0,0.0,,1015.66,-47485839,-47431660,93.59,75.03,-47505600,8,8.542,262,,9.86,1968
0.03,2,68.92,0.59,40039.0,7,0.2,,,0.0,0.0,,1014.64,-47399410,-47345267,95.48,75.93,-47419200,10,7.843,250,,9.69,1968
0.55,3,64.8,0.55,40040.0,7,0.23,,,0.0,0.0,,1015.92,-47312980,-47258876,91.32,70.44,-47332800,8,7.301,243,,8.49,1968
0.98,4,61.51,0.68,40041.0,7,0.27,,,0.0003,0.53,rain,1019.08,-47226548,-47172487,78.12,64.26,-47246400,5,8.503,199,,7.67,1968
0.87,5,59.93,0.77,40042.0,7,0.31,,,0.0,0.0,,1021.49,-47140114,-47086100,71.23,63.42,-47160000,5,7.559,134,,5.52,1968
0.41,6,60.74,0.74,40043.0,7,0.34,,,0.0,0.0,,1022.05,-47053680,-46999715,77.33,64.31,-47073600,9,4.139,190,,7.24,1968
0.61,7,60.79,0.72,40044.0,7,0.38,,,0.0,0.0,,1020.32,-46967243,-46913332,78.67,58.38,-46987200,6,4.805,235,,7.94,1968
0.22,8,49.77,0.49,40045.0,7,0.42,,,0.0,0.0,,1022.07,-46880806,-46826951,79.78,64.04,-46900800,8,10.0,232,,9.1,1968
0.13,9,61.34,0.69,40046.0,7,0.46,,,0.0,0.0,,1022.54,-46794367,-46740572,82.16,66.29,-46814400,10,7.347,204,,10.41,1968
0.74,10,64.13,0.75,40047.0,7,0.5,,,0.0,0.0,,1020.91,-46707927,-46654195,80.36,69.08,-46728000,6,6.358,196,,9.97,1968
0.82,11,64.85,0.75,40048.0,7,0.53,,,0.0,0.0,,1018.29,-46621486,-46567820,80.65,68.27,-46641600,6,7.716,135,,6.42,1968
0.85,12,63.57,0.76,40049.0,7,0.57,,,0.0,0.0,,1020.33,-46535043,-46481446,77.02,67.38,-46555200,5,5.659,88,,6.77,1968
0.69,13,64.04,0.72,40050.0,7,0.61,,,0.0,0.0,,1019.48,-46448600,-46395075,82.45,69.36,-46468800,7,6.114,217,,8.9,1968
0.43,14,66.28,0.74,40051.0,7,0.64,,,0.0,0.0,,1019.41,-46362155,-46308706,84.91,68.27,-46382400,7,6.062,195,,7.38,1968
0.63,15,67.5,0.81,40052.0,7,0.68,,,0.0,0.0,,1022.38,-46275709,-46222338,82.53,71.33,-46296000,5,5.738,184,,7.38,1968
0.71,16,69.36,0.8,40053.0,7,0.71,,,0.0,0.0,,1021.38,-46189262,-46135973,83.35,73.31,-46209600,5,5.35,202,,7.28,1968
0.18,17,69.42,0.65,40054.0,7,0.74,,,0.0,0.0,,1016.01,-46102814,-46049609,96.1,78.35,-46123200,9,4.623,248,,7.02,1968
0.24,18,71.05,0.65,40055.0,7,0.77,,,0.0,0.0,,1015.14,-46016366,-45963247,93.03,75.01,-46036800,9,4.986,176,,6.13,1968
0.56,19,72.72,0.78,40056.0,7,0.8,,,0.0,0.0,,1016.62,-45929916,-45876888,88.67,73.31,-45950400,7,2.557,155,,8.21,1968
0.84,20,71.05,0.82,40057.0,7,0.83,,,0.0138,1.0,rain,1013.74,-45843466,-45790529,87.02,70.39,-45864000,6,2.835,215,,9.75,1968
0.48,21,61.82,0.61,40058.0,7,0.86,,,0.0,0.0,,1015.97,-45757014,-45704173,84.73,66.94,-45777600,7,9.354,1,,8.53,1968
0.1,22,55.96,0.49,40059.0,7,0.89,,,0.0,0.0,,1021.41,-45670562,-45617819,87.11,69.36,-45691200,9,10.0,291,,7.76,1968
0.09,23,63.48,0.65,40060.0,7,0.92,,,0.0,0.0,,1021.54,-45584110,-45531466,85.43,71.98,-45604800,9,8.592,212,,11.59,1968
0.46,24,67.69,0.68,40061.0,7,0.95,,,0.0,0.0,,1018.53,-45497656,-45445115,90.16,71.09,-45518400,8,5.562,223,,8.62,1968
0.76,25,68.28,0.79,40062.0,7,0.99,,,0.0383,1.0,rain,1017.26,-45411202,-45358765,80.97,71.95,-45432000,6,4.453,173,,6.2,1968
0.86,26,65.42,0.68,40063.0,7,0.02,,,0.0,0.0,,1015.58,-45324748,-45272418,85.36,68.03,-45345600,6,6.344,288,,7.66,1968
0.42,27,57.32,0.54,40064.0,7,0.05,,,0.0,0.0,,1020.11,-45238292,-45186072,83.39,66.91,-45259200,8,9.379,97,,8.3,1968
0.73,28,62.02,0.68,40065.0,7,0.08,,,0.0,0.0,,1019.16,-45151837,-45099727,80.77,69.97,-45172800,7,9.258,202,,8.61,1968
0.69,29,63.06,0.64,40066.0,7,0.12,,,0.0,0.0,,1010.64,-45065380,-45013385,88.44,61.44,-45086400,6,8.11,272,,9.77,1968
0.21,30,48.47,0.44,40067.0,7,0.15,,,0.0,0.0,,1017.08,-44978924,-44927044,80.57,60.11,-45000000,8,10.0,302,,8.91,1968
0.2,31,52.51,0.54,40068.0,7,0.19,,,0.0,0.0,,1024.96,-44892467,-44840704,77.57,66.94,-44913600,8,10.0,125,,7.47,1968
0.55,1,64.41,0.73,40069.0,8,0.22,,,0.0,0.0,,1023.2,-44806009,-44754366,80.06,73.05,-44827200,7,8.821,148,,8.2,1968
0.74,2,69.5,0.74,40070.0,8,0.26,,,0.0061,0.49,rain,1016.09,-44719551,-44668030,89.49,71.33,-44740800,7,6.162,219,,10.06,1968
0.8,3,68.19,0.77,40071.0,8,0.3,,,0.0,0.0,,1018.41,-44633093,-44581695,84.46,73.07,-44654400,6,5.789,230,,6.72,1968
0.7,4,69.47,0.76,40072.0,8,0.33,,,0.0005,1.0,rain,1020.98,-44546635,-44495361,85.69,74.41,-44568000,8,4.971,196,,6.27,1968
0.89,5,70.37,0.74,40073.0,8,0.37,,,0.0,0.0,,1019.06,-44460176,-44409029,87.35,73.94,-44481600,5,3.778,255,,7.36,1968
0.48,6,64.69,0.66,40074.0,8,0.41,,,0.0,0.0,,1021.04,-44373717,-44322698,85.36,66.94,-44395200,8,6.484,98,,8.84,1968
0.8,7,67.09,0.81,40075.0,8,0.45,,,0.0,0.0,,1019.44,-44287258,-44236369,77.53,73.94,-44308800,4,4.232,160,,7.71,1968
0.72,8,70.83,0.78,40076.0,8,0.48,,,0.0,0.0,,1013.22,-44200799,-44150041,89.34,71.95,-44222400,6,4.526,256,,6.07,1968
0.36,9,67.25,0.68,40077.0,8,0.52,,,0.0,0.0,,1015.87,-44114339,-44063715,87.62,73.94,-44136000,7,7.869,209,,6.73,1968
0.55,10,70.58,0.75,40078.0,8,0.56,,,0.0,0.0,,1013.92,-44027880,-43977389,87.66,73.94,-44049600,6,4.365,232,,8.83,1968
0.71,11,68.92,0.71,40079.0,8,0.59,,,0.0,0.0,,1007.99,-43941420,-43891065,88.01,64.07,-43963200,6,5.337,257,,6.89,1968
0.21,12,48.21,0.47,40080.0,8,0.62,,,0.0,0.0,,1012.04,-43854960,-43804742,75.95,59.02,-43876800,9,10.0,353,,9.11,1968
0.03,13,49.37,0.5,40081.0,8,0.66,,,0.0,0.0,,1016.97,-43768501,-43718421,79.49,62.96,-43790400,8,10.0,241,,6.95,1968
0.42,14,58.68,0.63,40082.0,8,0.69,,,0.0,0.0,,1017.36,-43682041,-43632100,80.45,69.08,-43704000,7,7.959,216,,9.98,1968
0.78,15,64.74,0.7,40083.0,8,0.72,,,0.0,0.0,,1014.36,-43595581,-43545781,84.82,68.0,-43617600,5,6.221,237,,8.35,1968
0.42,16,54.16,0.5,40084.0,8,0.75,,,0.0,0.0,,1017.01,-43509121,-43459463,83.07,60.11,-43531200,5,9.097,318,,8.59,1968
0.62,17,57.13,0.63,40085.0,8,0.78,,,0.0004,0.49,rain,1017.77,-43422661,-43373146,78.12,71.95,-43444800,6,8.646,158,,6.12,1968
0.8,18,71.36,0.81,40086.0,8,0.81,,,0.0,0.0,,1010.61,-43336202,-43286830,88.53,73.05,-43358400,7,3.92,245,,8.4,1968
0.33,19,62.51,0.66,40087.0,8,0.84,,,0.0,0.0,,1015.69,-43249742,-43200515,80.04,62.98,-43272000,7,9.053,40,,8.35,1968
0.69,20,59.6,0.69,40088.0,8,0.87,,,0.0,0.0,,1020.79,-43163282,-43114202,75.28,71.95,-43185600,4,9.718,177,,6.09,1968
0.86,21,68.41,0.7,40089.0,8,0.9,,,0.0,0.0,,1016.22,-43076823,-43027889,89.11,72.42,-43099200,7,7.502,231,,9.59,1968
0.32,22,63.62,0.57,40090.0,8,0.93,,,0.0,0.0,,1014.19,-42990363,-42941577,89.58,68.0,-43012800,8,8.695,314,,9.62,1968
0.4,23,61.89,0.63,40091.0,8,0.97,,,0.0013,1.0,rain,1017.37,-42903904,-42855266,83.56,71.33,-42926400,7,8.929,203,,7.28,1968
0.75,24,67.34,0.81,40092.0,8,0.0,,,0.0088,1.0,rain,1015.92,-42817444,-42768956,80.04,69.97,-42840000,5,4.678,96,,6.64,1968
0.94,25,68.34,0.81,40093.0,8,0.04,,,0.0,0.0,,1016.64,-42730985,-42682646,81.36,72.42,-42753600,5,4.604,215,,5.3,1968
0.39,26,70.41,0.71,40094.0,8,0.07,,,0.0,0.0,,1010.95,-42644526,-42596338,93.07,69.08,-42667200,8,4.831,238,,8.49,1968
0.41,27,56.02,0.53,40095.0,8,0.11,,,0.0,0.0,,1011.87,-42558066,-42510030,80.06,60.09,-42580800,6,9.93,318,,9.92,1968
0.4,28,47.73,0.52,40096.0,8,0.14,,,0.0,0.0,,1018.27,-42471607,-42423724,75.29,55.94,-42494400,7,10.0,335,,8.71,1968
0.56,29,46.46,0.5,40097.0,8,0.18,,,0.0,0.0,,1023.6,-42385149,-42337418,73.96,62.06,-42408000,5,10.0,14,,5.84,1968
0.45,30,47.88,0.48,40098.0,8,0.22,,,0.0,0.0,,1024.97,-42298690,-42251112,75.9,60.11,-42321600,7,10.0,22,,7.62,1968
0.2,31,48.49,0.5,40099.0,8,0.25,,,0.0,0.0,,1023.3,-42212231,-42164808,78.44,57.02,-42235200,7,10.0,11,,6.11,1968
0.3,1,52.95,0.59,40100.0,9,0.29,,,0.0,0.0,,1022.02,-42125772,-42078504,78.73,60.09,-42148800,5,9.171,221,,5.5,1968
0.74,2,56.76,0.68,40101.0,9,0.33,,,0.0,0.0,,1019.3,-42039314,-41992200,73.23,64.93,-42062400,5,9.745,124,,5.02,1968
0.61,3,61.04,0.76,40102.0,9,0.36,,,0.0007,0.51,rain,1015.34,-41952856,-41905897,78.46,61.44,-41976000,7,8.915,146,,6.15,1968
0.41,4,61.04,0.76,40103.0,9,0.4,,,0.0,0.0,,1017.85,-41866397,-41819595,79.57,64.93,-41889600,6,6.633,234,,5.69,1968
0.27,5,62.61,0.73,40104.0,9,0.43,,,0.0,0.0,,1020.84,-41779939,-41733293,80.51,65.39,-41803200,6,5.07,164,,4.0,1968
0.9,6,61.23,0.79,40105.0,9,0.47,,,0.0,0.0,,1023.66,-41693481,-41646992,71.46,66.91,-41716800,4,6.442,103,,8.17,1968
1.0,7,64.49,0.85,40106.0,9,0.5,,,0.005,1.0,rain,1018.38,-41607023,-41560691,71.37,65.39,-41630400,4,6.205,165,,11.23,1968
0.31,8,59.73,0.67,40107.0,9,0.54,,,0.0,0.0,,1018.93,-41520565,-41474391,82.03,62.8,-41544000,6,7.362,356,,5.07,1968
0.24,9,55.93,0.62,40108.0,9,0.57,,,0.0,0.0,,1022.24,-41434107,-41388091,78.35,62.08,-41457600,6,10.0,28,,5.5,1968
0.31,10,60.35,0.77,40109.0,9,0.6,,,0.0,0.0,,1022.01,-41347649,-41301792,75.33,64.06,-41371200,6,5.421,115,,5.72,1968
0.93,11,65.27,0.84,40110.0,9,0.63,,,0.0003,0.53,rain,1017.95,-41261191,-41215493,79.45,66.98,-41284800,4,6.996,108,,8.3,1968
0.62,12,63.69,0.75,40111.0,9,0.66,,,0.0088,1.0,rain,1006.64,-41174733,-41129194,80.34,62.83,-41198400,5,8.396,263,,12.73,1968
0.34,13,50.47,0.57,40112.0,9,0.7,,,0.0,0.0,,1009.7,-41088275,-41042895,73.05,55.94,-41112000,5,9.25,303,,10.56,1968
0.02,14,46.97,0.51,40113.0,9,0.73,,,0.0,0.0,,1012.69,-41001817,-40956597,78.1,55.94,-41025600,6,10.0,301,,9.72,1968
0.0,15,46.59,0.48,40114.0,9,0.76,,,0.0,0.0,,1016.68,-40915359,-40870298,79.69,57.94,-40939200,7,10.0,337,,5.27,1968
0.03,16,52.78,0.65,40115.0,9,0.79,,,0.0,0.0,,1022.21,-40828901,-40784001,73.98,57.94,-40852800,6,10.0,94,,5.06,1968
0.13,17,57.39,0.76,40116.0,9,0.82,,,0.0,0.0,,1023.02,-40742443,-40697703,74.63,60.11,-40766400,6,7.662,157,,4.4,1968
0.24,18,56.0,0.69,40117.0,9,0.85,,,0.0,0.0,,1023.29,-40655985,-40611405,75.29,55.97,-40680000,6,7.186,130,,4.27,1968
0.17,19,49.55,0.59,40118.0,9,0.88,,,0.0,0.0,,1022.98,-40569527,-40525107,78.12,55.06,-40593600,5,8.934,68,,4.53,1968
0.21,20,50.57,0.57,40119.0,9,0.91,,,0.0,0.0,,1024.39,-40483069,-40438810,79.01,62.08,-40507200,5,9.643,44,,4.77,1968
0.05,21,58.13,0.68,40120.0,9,0.95,,,0.0,0.0,,1025.12,-40396611,-40352512,80.55,62.08,-40420800,6,6.037,128,,4.56,1968
0.14,22,60.45,0.75,40121.0,9,0.98,,,0.0,0.0,,1025.28,-40310152,-40266214,78.11,64.04,-40334400,6,7.176,175,,4.75,1968
0.04,23,62.38,0.71,40122.0,9,0.02,,,0.0,0.0,,1022.17,-40223694,-40179917,85.4,66.29,-40248000,6,5.13,238,,6.42,1968
0.48,24,63.06,0.7,40123.0,9,0.06,,,0.0,0.0,,1019.5,-40137235,-40093619,81.18,69.08,-40161600,5,5.719,223,,4.46,1968
0.63,25,66.62,0.81,40124.0,9,0.1,,,0.0022,1.0,rain,1017.92,-40050776,-40007321,80.06,66.02,-40075200,5,2.711,118,,4.63,1968
0.29,26,65.07,0.78,40125.0,9,0.13,,,0.0,0.0,,1013.74,-39964317,-39921023,82.99,68.27,-39988800,6,6.182,203,,7.63,1968
0.71,27,61.39,0.68,40126.0,9,0.17,,,0.0,0.0,,1012.28,-39877858,-39834725,79.45,62.96,-39902400,4,6.951,280,,5.37,1968
0.42,28,48.13,0.48,40127.0,9,0.21,,,0.0,0.0,,1013.68,-39791399,-39748426,75.24,59.0,-39816000,5,9.934,332,,5.79,1968
0.17,29,48.73,0.55,40128.0,9,0.24,,,0.0,0.0,,1016.17,-39704939,-39662128,75.42,53.05,-39729600,5,9.317,312,,7.43,1968
0.3,30,42.36,0.53,40129.0,9,0.28,,,0.0,0.0,,1021.26,-39618479,-39575829,66.94,53.05,-39643200,4,10.0,322,,8.49,1968
0.52,1,46.11,0.56,40130.0,10,0.32,,,0.0,0.0,,1018.23,-39532019,-39489529,73.08,59.02,-39556800,5,10.0,268,,9.08,1968
0.02,2,54.43,0.62,40131.0,10,0.35,,,0.0,0.0,,1016.42,-39445559,-39403230,79.63,62.96,-39470400,5,8.602,251,,7.0,1968
0.45,3,60.98,0.76,40132.0,10,0.39,,,0.0,0.0,,1017.18,-39359098,-39316930,80.14,64.93,-39384000,4,5.379,207,,7.83,1968
0.8,4,63.68,0.81,40133.0,10,0.42,,,0.0009,1.0,rain,1011.77,-39272637,-39230629,78.49,55.22,-39297600,4,4.426,213,,8.98,1968
0.49,5,39.56,0.51,40134.0,10,0.45,,,0.0,0.0,,1012.03,-39186176,-39144328,60.87,44.95,-39211200,4,9.93,296,,13.41,1968
0.14,6,34.08,0.53,40135.0,10,0.49,,,0.0,0.0,,1020.06,-39099715,-39058027,59.89,41.02,-39124800,5,10.0,304,,11.36,1968
0.64,7,36.89,0.55,40136.0,10,0.52,,,0.0,0.0,,1023.76,-39013253,-38971725,60.21,56.9,-39038400,4,9.731,175,,6.18,1968
0.78,8,55.5,0.82,40137.0,10,0.55,,,0.011,1.0,rain,1013.84,-38926791,-38885422,67.09,52.43,-38952000,3,7.096,241,,9.51,1968
0.43,9,46.97,0.7,40138.0,10,0.58,,,0.0,0.0,,1022.02,-38840328,-38799119,62.96,51.1,-38865600,3,9.841,4,,7.83,1968
0.5,10,44.74,0.69,40139.0,10,0.61,,,0.0,0.0,,1027.35,-38753865,-38712815,62.06,46.96,-38779200,4,9.735,48,,5.63,1968
0.57,11,46.34,0.75,40140.0,10,0.64,,,0.0,0.0,,1026.54,-38667402,-38626511,60.29,53.34,-38692800,3,9.977,89,,5.37,1968
0.99,12,52.88,0.83,40141.0,10,0.67,,,0.0,0.0,,1026.96,-38580939,-38540206,61.44,51.34,-38606400,3,9.304,103,,4.87,1968
0.71,13,54.23,0.84,40142.0,10,0.7,,,0.0,0.0,,1025.68,-38494475,-38453900,66.23,57.92,-38520000,3,7.283,199,,5.97,1968
0.42,14,57.62,0.84,40143.0,10,0.73,,,0.0,0.0,,1022.85,-38408010,-38367593,71.59,55.32,-38433600,3,4.233,204,,5.67,1968
0.65,15,56.08,0.88,40144.0,10,0.76,,,0.0,0.0,,1026.91,-38321546,-38281286,66.16,55.06,-38347200,3,3.246,111,,5.24,1968
0.49,16,56.52,0.83,40145.0,10,0.79,,,0.0,0.0,,1028.34,-38235081,-38194977,68.62,56.39,-38260800,4,4.223,219,,5.47,1968
0.22,17,58.5,0.84,40146.0,10,0.83,,,0.0,0.0,,1027.12,-38148615,-38108668,74.91,57.92,-38174400,4,4.023,228,,7.88,1968
0.33,18,59.37,0.82,40147.0,10,0.86,,,0.0,0.0,,1025.39,-38062149,-38022358,76.34,60.98,-38088000,3,6.032,213,,7.37,1968
0.75,19,62.26,0.86,40148.0,10,0.89,,,0.0,0.0,,1022.62,-37975683,-37936047,74.14,65.39,-38001600,3,6.103,171,,6.85,1968
0.99,20,64.48,0.91,40149.0,10,0.93,,,0.0061,1.0,rain,1012.83,-37889217,-37849735,69.92,55.84,-37915200,3,5.845,193,,9.96,1968
0.7,21,43.44,0.54,40150.0,10,0.97,,,0.0,0.0,,1008.76,-37802750,-37763422,67.53,53.08,-37828800,3,10.0,342,,10.13,1968
0.22,22,38.65,0.5,40151.0,10,0.0,,,0.0,0.0,,1011.73,-37716282,-37677108,62.96,47.4,-37742400,3,10.0,314,,16.06,1968
0.43,23,43.7,0.64,40152.0,10,0.04,,,0.0,0.0,,1014.51,-37629815,-37590793,64.41,57.92,-37656000,3,8.704,244,,9.16,1968
0.17,24,46.49,0.61,40153.0,10,0.08,,,0.0,0.0,,1011.78,-37543346,-37504477,70.41,52.01,-37569600,4,8.492,250,,11.05,1968
0.74,25,45.73,0.64,40154.0,10,0.12,,,0.0,0.0,,1014.3,-37456878,-37418160,63.37,56.61,-37483200,3,9.302,77,,11.61,1968
0.78,26,50.98,0.79,40155.0,10,0.16,,,0.0003,0.49,rain,1003.98,-37370409,-37331841,60.35,48.29,-37396800,3,6.233,340,,10.79,1968
0.58,27,36.91,0.61,40156.0,10,0.2,,,0.0,0.0,,1005.29,-37283940,-37245521,55.32,42.07,-37310400,3,9.961,296,,13.5,1968
0.15,28,34.52,0.54,40157.0,10,0.23,,,0.0,0.0,,1012.45,-37197471,-37159200,61.39,52.73,-37224000,3,10.0,261,,14.23,1968
0.81,29,43.24,0.7,40158.0,10,0.27,,,0.0005,0.57,rain,1003.81,-37110998,-37072881,56.5,41.88,-37134000,2,8.55,229,,10.27,1968
0.49,30,34.05,0.61,40159.0,10,0.3,,,0.0,0.0,,1003.55,-37024528,-36986558,52.16,38.99,-37047600,3,9.83,286,,13.47,1968
0.3,31,28.01,0.55,40160.0,10,0.34,,,0.0,0.0,,1015.11,-36938057,-36900233,50.28,36.42,-36961200,3,10.0,315,,12.88,1968
0.03,1,27.27,0.52,40161.0,11,0.37,,,0.0,0.0,,1021.53,-36851587,-36813906,52.86,37.93,-36874800,3,9.964,306,,10.21,1968
0.21,2,36.8,0.63,40162.0,11,0.4,,,0.0,0.0,,1021.18,-36765116,-36727579,60.11,51.34,-36788400,3,7.654,243,,7.12,1968
0.49,3,48.76,0.64,40163.0,11,0.43,,,0.0,0.0,,1014.44,-36678645,-36641250,72.9,51.08,-36702000,2,6.726,265,,9.18,1968
0.79,4,43.31,0.72,40164.0,11,0.47,,,0.0002,0.49,rain,1017.5,-36592173,-36554919,54.84,46.51,-36615600,2,8.038,287,,5.04,1968
0.93,5,40.03,0.68,40165.0,11,0.5,,,0.0,0.0,,1017.93,-36505702,-36468587,54.41,49.99,-36529200,2,9.272,67,,5.74,1968
0.87,6,43.4,0.72,40166.0,11,0.53,,,0.0,0.0,,1014.16,-36419230,-36382253,55.98,44.89,-36442800,2,8.295,41,,7.88,1968
0.7,7,42.62,0.77,40167.0,11,0.56,,,0.0,0.0,,1017.82,-36332758,-36295918,53.05,46.87,-36356400,2,8.389,67,,10.71,1968
1.0,8,46.78,0.9,40168.0,11,0.59,,,0.0152,1.0,rain,1011.46,-36246287,-36209582,51.08,44.42,-36270000,2,6.273,61,,14.41,1968
0.94,9,41.15,0.8,40169.0,11,0.62,,,0.0002,0.49,rain,1006.53,-36159815,-36123243,49.65,42.98,-36183600,2,9.044,325,,10.54,1968
0.91,10,37.05,0.7,40170.0,11,0.65,,,0.0008,1.0,rain,1014.13,-36073343,-36036903,50.08,41.87,-36097200,2,9.166,314,,8.07,1968
0.95,11,38.12,0.89,40171.0,11,0.68,,,0.0124,1.0,rain,1006.27,-35986871,-35950561,42.98,39.92,-36010800,2,6.551,23,,15.13,1968
0.84,12,35.47,0.71,40172.0,11,0.71,,,0.0,0.0,,1015.6,-35900399,-35864218,49.99,36.58,-35924400,2,10.0,16,,9.82,1968
1.0,13,35.89,0.89,40173.0,11,0.74,,,0.0143,1.0,rain,993.7,-35813927,-35777873,42.07,32.3,-35838000,2,5.308,46,,22.39,1968
0.86,14,26.29,0.66,40174.0,11,0.77,,,0.0,0.0,,999.31,-35727455,-35691526,41.0,35.34,-35751600,2,9.877,305,,21.2,1968
0.6,15,25.87,0.56,40175.0,11,0.81,,,0.0,0.0,,1017.65,-35640984,-35605177,44.97,42.07,-35665200,2,10.0,297,,14.47,1968
0.93,16,36.98,0.73,40176.0,11,0.84,,,0.0,0.0,,1016.56,-35554513,-35518826,50.01,48.02,-35578800,2,6.141,224,,6.69,1968
1.0,17,40.3,0.74,40177.0,11,0.88,,,0.0008,1.0,rain,1011.67,-35468041,-35432474,52.49,38.77,-35492400,2,8.067,345,,9.06,1968
1.0,18,40.14,0.95,40178.0,11,0.91,,,0.0005,0.58,rain,1016.55,-35381571,-35346119,42.98,41.11,-35406000,2,3.577,43,,8.82,1968
1.0,19,51.37,0.96,40179.0,11,0.95,,,0.0174,1.0,rain,1007.01,-35295100,-35259763,57.63,40.36,-35319600,2,2.442,130,,10.67,1968
0.62,20,31.94,0.64,40180.0,11,0.99,,,0.0007,1.0,rain,1000.87,-35208630,-35173405,45.41,35.34,-35233200,2,9.655,278,,13.14,1968
0.35,21,24.5,0.58,40181.0,11,0.03,,,0.0,0.0,,1009.71,-35122161,-35087045,42.35,32.02,-35146800,2,9.966,266,,17.46,1968
0.43,22,23.9,0.6,40182.0,11,0.07,,,0.0,0.0,,1016.28,-35035691,-35000682,41.84,37.93,-35060400,2,9.922,250,,12.48,1968
0.43,23,30.4,0.56,40183.0,11,0.11,,,0.0,0.0,,1012.39,-34949223,-34914318,52.39,37.98,-34974000,2,9.781,249,,15.04,1968
0.52,24,33.54,0.64,40184.0,11,0.15,,,0.0,0.0,,1022.87,-34862755,-34827952,50.14,42.98,-34887600,2,9.661,222,,6.98,1968
0.8,25,44.78,0.86,40185.0,11,0.18,,,0.0005,0.57,rain,1012.62,-34776288,-34741583,55.37,44.95,-34801200,2,5.686,249,,5.81,1968
0.77,26,32.45,0.63,40186.0,11,0.22,,,0.0007,1.0,rain,1009.76,-34689821,-34655213,47.45,35.97,-34714800,2,9.579,316,,13.25,1968
0.49,27,24.55,0.52,40187.0,11,0.25,,,0.0,0.0,,1018.8,-34603355,-34568840,46.05,42.35,-34628400,2,10.0,298,,11.5,1968
0.92,28,34.16,0.63,40188.0,11,0.29,,,0.0,0.0,,1019.26,-34516890,-34482466,52.16,36.0,-34542000,2,9.114,299,,8.99,1968
0.94,29,43.48,0.85,40189.0,11,0.32,,,0.001,1.0,rain,1021.24,-34430426,-34396089,54.16,53.08,-34455600,2,6.744,156,,8.35,1968
0.79,30,43.48,0.68,40190.0,11,0.35,,,0.0054,1.0,rain,1010.58,-34343962,-34309710,60.09,37.93,-34369200,2,8.843,269,,15.28,1968
0.89,1,25.81,0.6,40191.0,12,0.38,,,0.0,0.0,,1027.72,-34257500,-34223329,39.18,28.95,-34282800,2,10.0,354,,9.53,1968
0.68,2,28.85,0.71,40192.0,12,0.41,,,0.0,0.0,,1029.58,-34171039,-34136945,41.91,41.91,-34196400,2,8.661,134,,5.57,1968
0.64,3,45.9,0.88,40193.0,12,0.44,,,0.0036,1.0,rain,1015.53,-34084578,-34050560,55.96,41.02,-34110000,2,5.492,228,,7.22,1968
0.65,4,38.71,0.75,40194.0,12,0.47,,,0.0,0.0,,1017.5,-33998119,-33964172,52.17,46.3,-34023600,2,6.052,239,,5.54,1968
1.0,5,47.66,0.91,40195.0,12,0.5,,,0.0187,1.0,rain,996.71,-33911661,-33877782,55.97,40.36,-33937200,2,4.894,113,,14.36,1968
0.46,6,25.96,0.56,40196.0,12,0.53,,,0.0,0.0,,995.2,-33825205,-33791389,44.95,31.24,-33850800,1,10.0,260,,21.51,1968
0.06,7,16.73,0.48,40197.0,12,0.56,,,0.0,0.0,,1012.17,-33738749,-33704995,37.07,28.93,-33764400,2,10.0,265,,17.75,1968
0.37,8,18.5,0.54,40198.0,12,0.59,,,0.0,0.0,,1017.79,-33652295,-33618598,37.44,29.94,-33678000,2,10.0,282,,9.7,1968
